property_type,neighborhood,city,price,sq_m_built,n_bedrooms,bathrooms,floor,year_built,exterior,lift,terrace,balcony,second_hand,needs_renovating,parking,swimming_pool,garden,air_conditioning,heating,price_cheap_city,price_cheap_neigh,price_cheap_property
Studio flat,Sant Andreu,Barcelona,575000.0,428,0,2,2,1965.0,1,1,0,0,1,0,0,0,0,1,0,3.086356414343004,3.467960665868322,1.0
Duplex,El Congrés i els Indians,Barcelona,490000.0,155,3,2,0,1980.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,3.297612732095491,2.866960588752642
Flat / apartment,Llefià,Badalona,139000.0,68,3,1,3,1975.0,0,0,0,1,1,0,0,0,0,1,1,1.5998317954426178,1.9083622012974408,2.0306348219860992
Flat / apartment,Centre,Badalona,510000.0,110,3,2,2,1974.1209677419354,1,1,0,1,0,0,0,0,0,0,1,1.5998317954426178,3.140219810596927,2.0306348219860992
Flat / apartment,Centre,Badalona,380000.0,140,4,2,6,1971.0,1,1,0,1,1,0,0,0,0,1,1,1.5998317954426178,3.140219810596927,2.0306348219860992
Village house,Sant Crist,Badalona,375000.0,200,5,2,3,1953.0,0,0,1,0,1,0,1,0,0,1,1,1.5998317954426178,1.9194719074029418,1.5814740517280983
Flat / apartment,Centre,Badalona,335000.0,100,3,1,0,1974.1209677419354,1,0,1,0,1,0,0,0,0,0,1,1.5998317954426178,3.140219810596927,2.0306348219860992
Flat / apartment,Port,Badalona,479000.0,149,3,2,0,2007.5,1,1,1,0,0,0,0,0,0,1,1,1.5998317954426178,5.284765632245739,2.0306348219860992
Flat / apartment,Sant Roc,Badalona,127000.0,63,3,1,6,1968.4285714285713,0,1,0,0,1,0,0,0,0,0,1,1.5998317954426178,1.0,2.0306348219860992
Flat / apartment,Puigfred,Badalona,290000.0,83,3,2,1,1983.5555555555557,1,1,1,0,0,0,0,0,0,0,1,1.5998317954426178,2.5251340171764576,2.0306348219860992
Penthouse,Badalona,Badalona,460000.0,95,3,2,0,2023.0,1,1,1,1,1,0,0,0,0,1,1,1.5998317954426178,5.583817536309844,3.0305791993286255
Semi-detached house,Lloreda,Badalona,440000.0,255,5,4,3,2005.0,0,0,1,1,1,0,1,0,0,1,1,1.5998317954426178,2.488128582293039,3.4085514742519782
Flat / apartment,Gorg,Badalona,490000.0,135,4,3,2,1980.7857142857142,1,1,1,1,1,0,1,0,0,0,1,1.5998317954426178,3.2773064866168315,2.0306348219860992
Flat / apartment,La Pau,Badalona,88500.0,46,3,1,1,1965.0,1,0,0,0,1,0,0,0,0,0,1,1.5998317954426178,1.0192465359574112,2.0306348219860992
Flat / apartment,La Pau,Badalona,115500.0,62,2,1,2,1964.0,1,0,0,0,1,0,0,0,0,0,0,1.5998317954426178,1.0192465359574112,2.0306348219860992
Duplex,Casagemes,Badalona,385000.0,105,3,2,0,2022.0,0,1,0,0,1,0,0,0,0,0,1,1.5998317954426178,4.367615143477212,2.866960588752642
Flat / apartment,Bufalà,Badalona,175000.0,75,3,1,2,1969.0,1,1,0,0,1,1,0,0,0,0,1,1.5998317954426178,3.186473793954524,2.0306348219860992
Terraced house,La Salut,Badalona,650000.0,416,2,3,3,2010.0,0,0,1,1,1,0,1,1,1,1,1,1.5998317954426178,2.95560987234748,3.551799764176225
Flat / apartment,Puigfred,Badalona,305000.0,78,3,2,2,2023.0,1,1,0,1,1,0,0,0,0,0,1,1.5998317954426178,2.5251340171764576,2.0306348219860992
Flat / apartment,Badalona,Badalona,148000.0,58,3,1,3,1965.0,1,0,0,0,1,0,0,0,0,1,1,1.5998317954426178,5.583817536309844,2.0306348219860992
Duplex,Port,Badalona,469000.0,115,3,2,7,2007.5,1,1,1,0,0,0,0,0,0,0,1,1.5998317954426178,5.284765632245739,2.866960588752642
Duplex,Port,Badalona,670000.0,150,3,3,7,2007.5,1,1,1,0,0,0,0,0,0,0,1,1.5998317954426178,5.284765632245739,2.866960588752642
Flat / apartment,Montigalà,Badalona,365000.0,114,4,2,1,1991.0,1,1,1,1,1,0,1,0,0,0,1,1.5998317954426178,4.372046057390885,2.0306348219860992
Terraced house,La Morera,Badalona,530000.0,218,3,3,4,1990.0,0,0,1,1,1,0,1,1,1,0,1,1.5998317954426178,3.7799156016397397,3.551799764176225
Duplex,Bufalà,Badalona,440000.0,190,3,4,0,1991.0,1,0,1,0,1,0,0,0,0,1,1,1.5998317954426178,3.186473793954524,2.866960588752642
Flat / apartment,Casagemes,Badalona,385000.0,105,3,2,1,2022.0,0,1,0,1,1,0,0,0,0,0,0,1.5998317954426178,4.367615143477212,2.0306348219860992
Flat / apartment,La Salut,Badalona,132000.0,55,3,1,1,1975.8481012658228,0,0,1,0,1,0,0,0,0,0,0,1.5998317954426178,2.95560987234748,2.0306348219860992
Duplex,Casagemes,Badalona,460000.0,147,3,2,2,1965.0,1,0,1,1,1,0,0,0,0,1,1,1.5998317954426178,4.367615143477212,2.866960588752642
Flat / apartment,Llefià,Badalona,155000.0,60,3,1,5,1970.0,1,1,0,1,1,1,0,0,0,0,1,1.5998317954426178,1.9083622012974408,2.0306348219860992
Flat / apartment,La Salut - Lloreda - Sistrells,Badalona,89000.0,68,2,1,2,1967.1666666666667,0,0,0,0,1,0,0,0,0,0,1,1.5998317954426178,1.3880428052841844,2.0306348219860992
Flat / apartment,Llefià - Sant Roc - Artigues,Badalona,119000.0,73,3,1,7,1967.578947368421,0,0,0,1,1,0,0,0,0,0,1,1.5998317954426178,1.3163660022475898,2.0306348219860992
Flat / apartment,La Salut - Lloreda - Sistrells,Badalona,102000.0,74,3,1,0,1967.1666666666667,0,0,0,0,1,0,0,0,0,1,1,1.5998317954426178,1.3880428052841844,2.0306348219860992
Terraced house,Badalona,Badalona,425000.0,200,4,2,5,1989.0,0,0,1,1,1,0,1,1,1,0,1,1.5998317954426178,5.583817536309844,3.551799764176225
Flat / apartment,Llefià - Sant Roc - Artigues,Badalona,165000.0,71,3,1,6,1969.0,0,1,0,1,1,0,0,0,0,0,1,1.5998317954426178,1.3163660022475898,2.0306348219860992
Flat / apartment,La Salut,Badalona,195000.0,97,3,1,2,1975.8481012658228,1,0,0,0,1,1,0,0,0,0,1,1.5998317954426178,2.95560987234748,2.0306348219860992
Flat / apartment,Llefià - Sant Roc - Artigues,Badalona,179900.0,76,3,1,2,1975.0,1,1,1,1,1,0,0,0,0,1,1,1.5998317954426178,1.3163660022475898,2.0306348219860992
Flat / apartment,Sant Roc,Badalona,88000.0,65,2,1,1,1968.4285714285713,1,0,0,0,1,1,0,0,0,0,1,1.5998317954426178,1.0,2.0306348219860992
Penthouse,Llefià,Badalona,158000.0,80,3,1,3,1977.0166666666667,1,1,0,1,1,0,0,0,0,0,1,1.5998317954426178,1.9083622012974408,3.0305791993286255
Flat / apartment,Artigues,Badalona,245000.0,85,4,2,1,1973.0,1,1,0,1,1,0,0,0,0,0,1,1.5998317954426178,2.477935857246202,2.0306348219860992
Flat / apartment,Centre,Badalona,350000.0,85,3,1,2,1974.1209677419354,1,0,1,1,1,0,0,0,0,1,1,1.5998317954426178,3.140219810596927,2.0306348219860992
Duplex,La Salut,Badalona,130000.0,86,3,1,1,1975.8481012658228,1,0,0,1,1,0,0,0,0,0,1,1.5998317954426178,2.95560987234748,2.866960588752642
Flat / apartment,Badalona,Badalona,360000.0,130,4,2,1,1975.8039215686274,1,1,0,1,1,1,1,0,0,1,1,1.5998317954426178,5.583817536309844,2.0306348219860992
Flat / apartment,Badalona,Badalona,139500.0,60,3,1,4,1965.0,1,0,0,0,1,0,0,0,0,1,0,1.5998317954426178,5.583817536309844,2.0306348219860992
Flat / apartment,Llefià - Sant Roc - Artigues,Badalona,93500.0,50,2,1,1,1967.578947368421,0,0,0,0,1,0,0,0,0,0,1,1.5998317954426178,1.3163660022475898,2.0306348219860992
Flat / apartment,Llefià - Sant Roc - Artigues,Badalona,84000.0,69,3,1,4,1967.578947368421,0,0,0,1,1,0,0,0,0,0,1,1.5998317954426178,1.3163660022475898,2.0306348219860992
Flat / apartment,Badalona,Badalona,140000.0,70,3,1,0,1975.8039215686274,1,0,0,0,1,0,0,0,0,0,0,1.5998317954426178,5.583817536309844,2.0306348219860992
Flat / apartment,La Salut - Lloreda - Sistrells,Badalona,105500.0,53,2,1,3,1967.1666666666667,0,0,0,0,1,0,0,0,0,0,1,1.5998317954426178,1.3880428052841844,2.0306348219860992
Terraced house,Gorg - Progrés,Badalona,390000.0,120,3,3,2,1979.52,0,0,1,0,1,0,0,0,0,1,1,1.5998317954426178,2.780004080799837,3.551799764176225
Flat / apartment,Port,Badalona,385000.0,120,3,2,2,2006.0,1,1,0,0,1,0,1,0,0,0,1,1.5998317954426178,5.284765632245739,2.0306348219860992
Flat / apartment,La Salut,Badalona,74500.0,78,3,1,1,1975.8481012658228,1,0,0,0,1,1,0,0,0,0,1,1.5998317954426178,2.95560987234748,2.0306348219860992
Flat / apartment,Montigalà -Sant Crist,Badalona,97000.0,65,1,1,0,1984.7,0,0,0,0,1,0,0,0,0,0,1,1.5998317954426178,2.255895828309621,2.0306348219860992
Flat / apartment,La Salut - Lloreda - Sistrells,Badalona,165000.0,90,2,1,2,1967.1666666666667,1,0,0,0,1,0,1,0,0,1,1,1.5998317954426178,1.3880428052841844,2.0306348219860992
Flat / apartment,La Salut,Badalona,110000.0,50,3,1,0,1975.8481012658228,0,0,0,0,1,0,0,0,0,0,1,1.5998317954426178,2.95560987234748,2.0306348219860992
Flat / apartment,Horta Guinardó,Barcelona,405000.0,91,3,1,7,1956.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,3.33959801513142,2.0306348219860992
Flat / apartment,El Baix Guinardó,Barcelona,360000.0,77,3,1,2,1966.6,1,1,0,1,1,0,0,0,0,0,0,3.086356414343004,4.359907161803713,2.0306348219860992
Flat / apartment,Horta Guinardó,Barcelona,481000.0,130,3,2,1,2003.0,1,1,0,1,1,0,1,0,0,1,1,3.086356414343004,3.33959801513142,2.0306348219860992
Penthouse,El Baix Guinardó,Barcelona,395000.0,92,4,1,5,1972.0,0,1,1,0,1,1,0,0,0,0,1,3.086356414343004,4.359907161803713,3.0305791993286255
Flat / apartment,Horta Guinardó,Barcelona,436000.0,129,5,2,5,1973.6575342465753,1,1,0,1,1,0,0,0,0,0,0,3.086356414343004,3.33959801513142,2.0306348219860992
Flat / apartment,Sant Andreu,Barcelona,78000.0,72,3,1,0,1965.5420560747664,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.467960665868322,2.0306348219860992
Flat / apartment,El Bon Pastor,Barcelona,170000.0,50,3,1,2,1974.5,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,1.9698577284784182,2.0306348219860992
Flat / apartment,El Besòs,Barcelona,390000.0,80,2,1,6,1972.5466666666666,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,2.560272570415858,2.0306348219860992
Flat / apartment,Sant Martí,Barcelona,207000.0,81,3,1,1,1968.0,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,4.371079205477762,2.0306348219860992
Flat / apartment,Sant Martí,Barcelona,110500.0,63,2,1,1,1973.7735849056603,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,4.371079205477762,2.0306348219860992
Flat / apartment,El Besòs,Barcelona,175500.0,76,3,1,0,1975.0,1,1,0,1,1,0,0,0,0,0,0,3.086356414343004,2.560272570415858,2.0306348219860992
Flat / apartment,El Besòs,Barcelona,83000.0,54,2,1,3,1972.5466666666666,1,0,0,0,1,1,0,0,0,0,1,3.086356414343004,2.560272570415858,2.0306348219860992
Flat / apartment,Sant Martí,Barcelona,80000.0,54,2,1,2,1973.7735849056603,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,4.371079205477762,2.0306348219860992
Flat / apartment,Les Corts,Barcelona,595000.0,102,2,2,4,1968.2851063829787,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,7.1237893952033104,2.0306348219860992
Flat / apartment,Les Corts,Barcelona,1000000.0,175,4,2,3,1968.2851063829787,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,7.1237893952033104,2.0306348219860992
Duplex,Les Corts,Barcelona,1095000.0,240,5,3,2,1950.0,1,1,1,0,1,0,1,0,0,1,1,3.086356414343004,7.1237893952033104,2.866960588752642
Flat / apartment,Les Corts,Barcelona,590000.0,111,4,2,1,1975.0,1,1,0,1,1,0,1,0,0,1,1,3.086356414343004,7.1237893952033104,2.0306348219860992
