property_type,neighborhood,city,price,sq_m_built,n_bedrooms,bathrooms,floor,year_built,exterior,lift,terrace,balcony,second_hand,needs_renovating,parking,swimming_pool,garden,air_conditioning,heating,price_cheap_city,price_cheap_neigh,price_cheap_property
Flat / apartment,El Raval,Barcelona,295000.0,82,3,1,3,1900.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992
Flat / apartment,El Raval,Barcelona,195000.0,46,1,1,2,1911.8142857142857,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992
Flat / apartment,El Raval,Barcelona,195000.0,46,1,1,1,1911.8142857142857,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992
Penthouse,El Raval,Barcelona,205000.0,56,2,1,5,1911.8142857142857,0,0,1,0,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,3.0305791993286255
Flat / apartment,El Raval,Barcelona,199000.0,57,1,1,2,2001.0,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992
Flat / apartment,El Raval,Barcelona,198500.0,41,1,1,1,1850.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992
Flat / apartment,Ciutat Vella,Barcelona,360000.0,90,2,2,1,1924.0,0,0,0,1,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992
Flat / apartment,Ciutat Vella,Barcelona,266000.0,92,2,1,1,1905.485436893204,0,0,0,1,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992
Flat / apartment,El Raval,Barcelona,199000.0,57,1,1,2,2001.0,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992
Flat / apartment,El Raval,Barcelona,213000.0,87,3,1,1,1846.0,1,0,0,0,1,1,0,0,0,0,0,3.086356414343004,3.0609000108096422,2.0306348219860992
Flat / apartment,Ciutat Vella,Barcelona,153000.0,57,2,1,1,1900.0,0,0,0,0,1,1,0,0,0,0,0,3.086356414343004,5.078603488027523,2.0306348219860992
Flat / apartment,Ciutat Vella,Barcelona,300000.0,86,3,1,3,1905.485436893204,1,1,0,0,1,1,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992
Flat / apartment,Ciutat Vella,Barcelona,116900.0,56,2,1,1,1905.485436893204,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992
Flat / apartment,El Raval,Barcelona,262000.0,60,1,1,2,1911.8142857142857,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992
Flat / apartment,Ciutat Vella,Barcelona,468000.0,50,2,1,2,1905.485436893204,1,0,0,0,1,0,0,0,0,1,0,3.086356414343004,5.078603488027523,2.0306348219860992
Flat / apartment,Ciutat Vella,Barcelona,265000.0,72,3,1,1,1905.485436893204,0,1,1,0,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992
Flat / apartment,El Gòtic,Barcelona,485000.0,105,2,2,1,1850.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992
Flat / apartment,Ciutat Vella,Barcelona,395000.0,119,2,2,3,1948.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992
Flat / apartment,Ciutat Vella,Barcelona,695000.0,120,3,2,1,1950.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992
Flat / apartment,El Gòtic,Barcelona,310000.0,68,1,1,0,1998.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992
Flat / apartment,El Gòtic,Barcelona,1400000.0,185,3,4,1,1900.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992
Flat / apartment,El Gòtic,Barcelona,389750.0,87,2,2,2,1840.0,1,1,0,1,1,0,1,0,0,0,1,3.086356414343004,5.5666312148767405,2.0306348219860992
Flat / apartment,El Gòtic,Barcelona,675000.0,80,2,2,3,1888.3544303797469,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992
Flat / apartment,El Gòtic,Barcelona,310000.0,88,3,1,3,1888.3544303797469,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992
Flat / apartment,El Gòtic,Barcelona,289000.0,69,1,1,4,1888.3544303797469,1,0,0,1,1,0,0,0,0,0,0,3.086356414343004,5.5666312148767405,2.0306348219860992
Flat / apartment,El Gòtic,Barcelona,775000.0,120,2,2,4,1850.0,1,1,1,1,1,0,0,0,0,0,1,3.086356414343004,5.5666312148767405,2.0306348219860992
Penthouse,El Gòtic,Barcelona,485000.0,70,2,2,5,1888.3544303797469,1,1,1,0,0,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,3.0305791993286255
Flat / apartment,El Gòtic,Barcelona,270000.0,70,2,1,1,1900.0,1,0,0,1,1,0,0,0,0,0,0,3.086356414343004,5.5666312148767405,2.0306348219860992
Flat / apartment,El Gòtic,Barcelona,501000.0,102,3,1,2,1888.3544303797469,1,0,0,0,1,1,0,0,0,0,1,3.086356414343004,5.5666312148767405,2.0306348219860992
Flat / apartment,El Gòtic,Barcelona,1000000.0,106,2,2,2,1888.3544303797469,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992
Flat / apartment,El Gòtic,Barcelona,495000.0,80,2,1,0,1888.3544303797469,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,5.5666312148767405,2.0306348219860992
Flat / apartment,Ciutat Vella,Barcelona,292000.0,91,3,1,1,1905.485436893204,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992
Flat / apartment,Ciutat Vella,Barcelona,390000.0,91,3,1,0,1905.485436893204,1,1,0,0,0,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992
Flat / apartment,Ciutat Vella,Barcelona,550000.0,110,2,1,0,1975.0,0,1,0,0,1,0,1,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992
Flat / apartment,La Barceloneta,Barcelona,280000.0,60,2,1,2,1939.7333333333333,1,0,0,1,1,0,0,0,0,0,1,3.086356414343004,3.7006151958985543,2.0306348219860992
Flat / apartment,La Barceloneta,Barcelona,381000.0,66,2,2,0,1939.7333333333333,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.7006151958985543,2.0306348219860992
Flat / apartment,La Barceloneta,Barcelona,149000.0,33,1,1,3,1920.0,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,3.7006151958985543,2.0306348219860992
Flat / apartment,La Barceloneta,Barcelona,215000.0,37,1,1,0,1936.0,1,0,0,0,1,0,0,0,0,1,1,3.086356414343004,3.7006151958985543,2.0306348219860992
Flat / apartment,La Barceloneta,Barcelona,159000.0,37,1,1,0,1900.0,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,3.7006151958985543,2.0306348219860992
Flat / apartment,La Barceloneta,Barcelona,295000.0,74,3,1,0,1900.0,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,3.7006151958985543,2.0306348219860992
Penthouse,La Barceloneta,Barcelona,650000.0,90,0,1,5,2006.0,0,1,1,1,1,0,0,0,0,1,1,3.086356414343004,3.7006151958985543,3.0305791993286255
Flat / apartment,Horta,Barcelona,395000.0,58,2,2,1,1962.8285714285714,1,1,1,0,0,0,0,0,0,0,1,3.086356414343004,4.411021066707587,2.0306348219860992
Detached house,Horta,Barcelona,2300000.0,438,5,5,0,1962.8285714285714,0,0,1,1,1,0,1,0,0,1,1,3.086356414343004,4.411021066707587,4.819513954361332
Flat / apartment,Nou Barris,Barcelona,269000.0,118,5,2,0,1971.581818181818,1,0,1,0,1,0,0,0,0,1,1,3.086356414343004,1.827804765125539,2.0306348219860992
Flat / apartment,Nou Barris,Barcelona,96000.0,64,4,1,5,1971.581818181818,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,2.0306348219860992
Flat / apartment,Ciutat Meridiana - Torre Baró - Vallbona,Barcelona,135000.0,66,3,1,0,1971.0,1,1,0,0,1,1,0,0,0,0,0,3.086356414343004,1.468664729100301,2.0306348219860992
Flat / apartment,Sant Martí,Barcelona,269000.0,70,3,1,3,1973.7735849056603,1,1,0,1,1,0,0,0,0,0,0,3.086356414343004,4.371079205477762,2.0306348219860992
Flat / apartment,La Verneda i la Pau,Barcelona,205000.0,92,3,1,14,1963.0,1,1,0,1,1,1,0,0,0,0,0,3.086356414343004,2.74023512527517,2.0306348219860992
Studio flat,La Verneda i la Pau,Barcelona,235000.0,130,0,1,0,1970.0,0,1,0,0,1,0,0,0,0,1,1,3.086356414343004,2.74023512527517,1.0
Flat / apartment,La Verneda i la Pau,Barcelona,140000.0,65,2,1,1,1978.1875,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,2.74023512527517,2.0306348219860992
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,890000.0,236,2,2,1,1900.0,0,0,1,1,1,0,0,0,0,0,1,3.086356414343004,5.601025131302675,2.0306348219860992
Flat / apartment,Ciutat Vella,Barcelona,730000.0,126,2,2,3,1905.485436893204,1,0,0,0,1,0,0,0,0,0,0,3.086356414343004,5.078603488027523,2.0306348219860992
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,205000.0,60,2,1,2,1870.0,1,0,0,0,1,1,0,0,0,0,1,3.086356414343004,5.601025131302675,2.0306348219860992
Flat / apartment,Ciutat Vella,Barcelona,340000.0,60,2,1,3,1892.0,1,0,0,0,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,1250000.0,127,3,2,5,2018.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992
Flat / apartment,Ciutat Vella,Barcelona,457000.0,70,2,2,0,1890.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,485000.0,111,3,2,5,1969.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,280000.0,71,2,1,4,1920.9345238095239,1,0,0,1,1,0,0,0,0,0,1,3.086356414343004,5.601025131302675,2.0306348219860992
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,795000.0,88,2,2,1,1920.9345238095239,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,500000.0,72,2,2,3,1890.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,795000.0,98,2,2,1,1934.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,327500.0,71,2,2,2,1920.9345238095239,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,5.601025131302675,2.0306348219860992
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,480000.0,86,3,1,2,1991.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,315000.0,40,1,1,3,1920.9345238095239,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992
Flat / apartment,Ciutat Vella,Barcelona,695000.0,72,2,2,11,1905.485436893204,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992
Flat / apartment,Ciutat Vella,Barcelona,170000.0,35,1,1,2,1905.485436893204,0,0,0,0,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992
Flat / apartment,Eixample,Barcelona,725000.0,95,3,2,0,1943.2987804878048,0,1,0,0,1,0,0,0,0,1,1,3.086356414343004,8.659348167488476,2.0306348219860992
Flat / apartment,Gràcia,Barcelona,490000.0,76,2,1,1,2009.0,1,1,1,1,1,0,1,0,0,1,1,3.086356414343004,6.362475886182783,2.0306348219860992
Flat / apartment,El Camp d'En Grassot i Gràcia Nova,Barcelona,400000.0,89,3,2,1,1964.9701492537313,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,5.338185726863353,2.0306348219860992
Flat / apartment,Can Peguera - El Turó de la Peira,Barcelona,120000.0,59,3,1,4,1955.0,0,1,0,0,1,1,0,0,0,0,1,3.086356414343004,1.7967187815011445,2.0306348219860992
Flat / apartment,Can Peguera - El Turó de la Peira,Barcelona,255000.0,77,3,1,3,1959.0,1,1,0,0,1,0,0,0,0,0,0,3.086356414343004,1.7967187815011445,2.0306348219860992
Flat / apartment,Can Peguera - El Turó de la Peira,Barcelona,220000.0,75,3,1,1,1957.0,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,1.7967187815011445,2.0306348219860992
Flat / apartment,Can Peguera - El Turó de la Peira,Barcelona,121200.0,68,2,1,0,1957.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,1.7967187815011445,2.0306348219860992
Flat / apartment,Nou Barris,Barcelona,102200.0,61,2,1,4,1971.581818181818,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,2.0306348219860992
Flat / apartment,Nou Barris,Barcelona,190000.0,60,3,1,1,1955.0,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,2.0306348219860992
Flat / apartment,Can Peguera - El Turó de la Peira,Barcelona,129000.0,62,2,1,1,1955.0,1,1,0,0,1,1,0,0,0,0,0,3.086356414343004,1.7967187815011445,2.0306348219860992
Flat / apartment,Can Peguera - El Turó de la Peira,Barcelona,129000.0,62,2,1,1,1961.3061224489795,1,0,0,0,1,1,0,0,0,0,1,3.086356414343004,1.7967187815011445,2.0306348219860992
Flat / apartment,Nou Barris,Barcelona,155000.0,72,2,1,1,1973.0,1,1,1,1,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,2.0306348219860992
Penthouse,La Prosperitat,Barcelona,295000.0,100,3,1,6,1971.9767441860465,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,1.8742957933861621,3.0305791993286255
Detached house,La Prosperitat,Barcelona,280000.0,89,3,1,0,1971.9767441860465,0,0,1,0,1,1,0,1,1,0,1,3.086356414343004,1.8742957933861621,4.819513954361332
Flat / apartment,La Prosperitat,Barcelona,136325.0,67,2,1,0,1968.0,1,1,0,0,1,0,0,0,0,0,0,3.086356414343004,1.8742957933861621,2.0306348219860992
Flat / apartment,Nou Barris,Barcelona,270000.0,79,3,1,3,1969.0,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,2.0306348219860992
Flat / apartment,La Vila Olímpica del Poblenou,Barcelona,1250000.0,150,5,2,6,2001.0,0,1,0,0,1,0,1,0,0,0,1,3.086356414343004,5.912389980708946,2.0306348219860992
Penthouse,La Sagrada Família,Barcelona,625000.0,110,4,2,9,1968.0,1,1,1,1,1,1,0,0,0,0,1,3.086356414343004,4.253024380338355,3.0305791993286255
Flat / apartment,La Sagrada Família,Barcelona,330000.0,72,4,1,3,1938.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,4.253024380338355,2.0306348219860992
Flat / apartment,La Sagrada Família,Barcelona,737000.0,104,3,2,1,1946.5871559633028,1,1,1,0,0,0,0,0,0,0,1,3.086356414343004,4.253024380338355,2.0306348219860992
Flat / apartment,Eixample,Barcelona,448000.0,82,3,2,2,1949.0,1,1,1,1,1,0,0,0,0,0,0,3.086356414343004,8.659348167488476,2.0306348219860992
Flat / apartment,La Sagrada Família,Barcelona,249000.0,56,2,1,1,1915.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,4.253024380338355,2.0306348219860992
Flat / apartment,La Sagrada Família,Barcelona,448000.0,82,3,2,2,1946.5871559633028,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,4.253024380338355,2.0306348219860992
Flat / apartment,Eixample,Barcelona,303000.0,79,3,1,3,1965.0,0,1,0,1,1,1,0,0,0,0,1,3.086356414343004,8.659348167488476,2.0306348219860992
Flat / apartment,Eixample,Barcelona,610000.0,88,4,1,0,1943.2987804878048,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,8.659348167488476,2.0306348219860992
Flat / apartment,Eixample,Barcelona,265000.0,80,3,2,2,1930.0,0,0,0,1,1,0,0,0,0,0,1,3.086356414343004,8.659348167488476,2.0306348219860992
Flat / apartment,Eixample,Barcelona,279500.0,50,1,1,2,2019.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,8.659348167488476,2.0306348219860992
Flat / apartment,El Carmel,Barcelona,185000.0,81,4,1,1,1972.0,1,1,0,0,1,0,0,0,0,0,0,3.086356414343004,2.6078301510401825,2.0306348219860992
Flat / apartment,El Carmel,Barcelona,164500.0,81,4,2,2,1977.4871794871794,1,0,0,0,1,0,0,0,0,0,0,3.086356414343004,2.6078301510401825,2.0306348219860992
Duplex,El Carmel,Barcelona,199000.0,134,3,2,0,1967.0,1,0,0,1,1,0,1,0,0,0,0,3.086356414343004,2.6078301510401825,2.866960588752642
Flat / apartment,El Carmel,Barcelona,180000.0,72,4,1,1,1966.0,1,1,1,0,1,0,0,0,0,0,0,3.086356414343004,2.6078301510401825,2.0306348219860992
Detached house,Horta Guinardó,Barcelona,360000.0,111,4,2,0,1992.0,0,0,1,1,1,0,0,0,0,1,1,3.086356414343004,3.33959801513142,4.819513954361332
House,El Carmel,Barcelona,200000.0,107,2,2,0,1955.0,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,2.6078301510401825,3.575666232791755
Flat / apartment,Horta Guinardó,Barcelona,129400.0,67,2,1,1,1970.0,1,0,0,0,1,0,0,0,0,0,0,3.086356414343004,3.33959801513142,2.0306348219860992
Penthouse,Sant Joan Baptista,Sant Adriá de Besós,198000.0,66,2,1,4,1986.0,1,1,0,1,1,0,1,0,0,1,1,1.54183940029666,2.410484687726067,3.0305791993286255
Flat / apartment,La Mina,Sant Adriá de Besós,224000.0,74,2,1,0,2008.2857142857142,0,0,1,0,1,0,1,0,0,0,0,1.54183940029666,3.229081263564022,2.0306348219860992
Flat / apartment,La Mina,Sant Adriá de Besós,384000.0,93,3,2,4,2020.0,1,1,1,1,1,0,1,0,0,1,1,1.54183940029666,3.229081263564022,2.0306348219860992
Flat / apartment,Sant Adriá Nord,Sant Adriá de Besós,290000.0,93,4,2,2,1973.0,1,1,1,0,1,0,0,0,0,1,1,1.54183940029666,2.6748372317337834,2.0306348219860992
Flat / apartment,Sant Joan Baptista,Sant Adriá de Besós,265000.0,110,3,2,1,2006.0,1,1,0,1,1,0,1,0,0,0,1,1.54183940029666,2.410484687726067,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,1100000.0,134,3,2,2,1900.0,1,1,1,0,1,0,1,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,1800000.0,121,1,2,2,1900.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,1390000.0,150,3,3,1,1890.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,1470000.0,198,5,3,5,1900.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,1250000.0,150,2,2,4,1903.0,1,1,1,1,1,0,0,0,0,0,0,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,990000.0,132,3,2,6,1929.8669527896996,1,1,0,0,0,0,0,0,0,0,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,Eixample,Barcelona,1550000.0,115,3,3,2,1943.2987804878048,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,8.659348167488476,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,650000.0,121,5,2,1,1971.0,1,1,1,0,1,0,0,0,0,1,0,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,220000.0,50,1,1,3,1929.8669527896996,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,1445000.0,160,3,3,3,1989.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992
Penthouse,La Dreta de l'Eixample,Barcelona,1790000.0,200,3,3,5,1900.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,3.0305791993286255
Flat / apartment,La Dreta de l'Eixample,Barcelona,1798744.0,220,5,3,0,1929.8669527896996,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,625000.0,103,4,2,6,1981.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,859300.0,105,2,2,2,2010.0,1,1,0,1,1,0,1,0,0,0,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,Eixample,Barcelona,858000.0,87,2,2,0,1943.2987804878048,1,1,0,1,0,0,0,0,0,1,1,3.086356414343004,8.659348167488476,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,1290000.0,140,3,2,12,2008.0,1,1,1,1,1,0,1,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992
Duplex,La Dreta de l'Eixample,Barcelona,1280000.0,231,4,2,1,1936.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.866960588752642
Flat / apartment,La Dreta de l'Eixample,Barcelona,820000.0,129,3,2,4,1750.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,850000.0,175,6,2,3,1929.8669527896996,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,1775000.0,195,3,3,6,1987.0,1,1,1,1,1,0,1,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,390000.0,59,1,1,1,1940.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,La Dreta de l'Eixample,Barcelona,2250000.0,109,2,2,0,1891.0,1,0,1,0,1,0,0,0,0,0,1,3.086356414343004,10.598252567694741,2.0306348219860992
Flat / apartment,Eixample,Barcelona,830000.0,250,6,3,0,1943.2987804878048,1,1,0,0,1,1,0,0,0,0,0,3.086356414343004,8.659348167488476,2.0306348219860992
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,490000.0,98,4,2,2,1980.0,1,1,1,1,1,0,1,0,0,0,1,3.086356414343004,4.89200593409589,2.0306348219860992
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,390000.0,88,3,1,3,1900.0,1,1,1,1,1,1,0,0,0,0,1,3.086356414343004,4.89200593409589,2.0306348219860992
Penthouse,La Nova Esquerra de l'Eixample,Barcelona,1199000.0,205,6,2,16,1952.5338345864661,1,1,1,1,1,0,1,0,0,1,1,3.086356414343004,4.89200593409589,3.0305791993286255
Penthouse,La Nova Esquerra de l'Eixample,Barcelona,415000.0,68,2,1,9,1976.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,4.89200593409589,3.0305791993286255
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,430000.0,106,4,2,6,1961.0,0,1,0,0,1,1,0,0,0,0,1,3.086356414343004,4.89200593409589,2.0306348219860992
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,470000.0,109,4,2,2,1979.0,1,1,1,1,1,0,1,0,0,0,1,3.086356414343004,4.89200593409589,2.0306348219860992
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,395000.0,88,3,1,3,1900.0,0,1,0,0,1,1,0,0,0,0,0,3.086356414343004,4.89200593409589,2.0306348219860992
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,339000.0,68,3,1,1,1969.0,1,1,1,0,1,0,0,0,0,0,1,3.086356414343004,4.89200593409589,2.0306348219860992
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,295000.0,75,3,2,2,1975.0,0,1,0,1,1,0,0,0,0,1,1,3.086356414343004,4.89200593409589,2.0306348219860992
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,565000.0,83,3,2,5,2007.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,4.89200593409589,2.0306348219860992
Flat / apartment,Eixample,Barcelona,931346.0,96,3,2,6,1943.2987804878048,1,1,1,0,1,0,0,0,0,0,0,3.086356414343004,8.659348167488476,2.0306348219860992
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,235900.0,85,1,1,1,1995.0,1,0,1,0,1,0,0,0,0,0,1,3.086356414343004,4.89200593409589,2.0306348219860992
Penthouse,La Nova Esquerra de l'Eixample,Barcelona,470000.0,63,2,2,5,1952.5338345864661,1,1,1,1,1,1,0,0,0,0,1,3.086356414343004,4.89200593409589,3.0305791993286255
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,550000.0,107,4,2,5,1952.5338345864661,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,4.89200593409589,2.0306348219860992
Duplex,La Sagrera,Barcelona,185000.0,104,3,1,0,2009.0,1,1,0,0,1,1,0,0,0,0,1,3.086356414343004,3.236339522546419,2.866960588752642
Flat / apartment,El Clot,Barcelona,300000.0,72,2,2,0,2008.0,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.600285320043941,2.0306348219860992
Terraced house,El Clot,Barcelona,633000.0,128,3,2,3,2004.0,0,0,1,1,1,0,1,0,0,1,1,3.086356414343004,3.600285320043941,3.551799764176225
Flat / apartment,Sant Martí,Barcelona,330000.0,72,3,1,0,2008.0,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,4.371079205477762,2.0306348219860992
Flat / apartment,El Clot,Barcelona,399000.0,76,4,2,3,1970.0,1,1,1,0,1,0,0,0,0,0,1,3.086356414343004,3.600285320043941,2.0306348219860992
Flat / apartment,L'Antiga Esquerra de l'Eixample,Barcelona,1079000.0,128,3,3,3,1920.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,7.297554020192702,2.0306348219860992
Flat / apartment,L'Antiga Esquerra de l'Eixample,Barcelona,880000.0,119,3,2,0,1901.0,0,1,0,1,1,0,0,0,0,1,1,3.086356414343004,7.297554020192702,2.0306348219860992
Flat / apartment,L'Antiga Esquerra de l'Eixample,Barcelona,570000.0,111,4,2,6,1958.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,7.297554020192702,2.0306348219860992
Flat / apartment,L'Antiga Esquerra de l'Eixample,Barcelona,390000.0,90,4,1,2,1910.0,1,1,0,1,1,1,0,0,0,0,1,3.086356414343004,7.297554020192702,2.0306348219860992
